time,sea_level,std_error,station,latitude,longitude,depth
1973-03-15T00:00:00Z,2776.484,0.0,SouthBeachOR,44.6,124.0,NaN
1973-04-15T00:00:00Z,2522.0332,0.0,SouthBeachOR,44.6,124.0,NaN
1973-05-15T00:00:00Z,2591.0645,0.0,SouthBeachOR,44.6,124.0,NaN
1973-06-15T00:00:00Z,2607.9333,0.0,SouthBeachOR,44.6,124.0,NaN
1973-07-15T00:00:00Z,2586.8386,0.0,SouthBeachOR,44.6,124.0,NaN
1973-08-15T00:00:00Z,2604.742,0.0,SouthBeachOR,44.6,124.0,NaN
1973-09-15T00:00:00Z,2665.5332,0.0,SouthBeachOR,44.6,124.0,NaN
1973-10-15T00:00:00Z,2695.0967,0.0,SouthBeachOR,44.6,124.0,NaN
1973-11-15T00:00:00Z,2933.5,0.0,SouthBeachOR,44.6,124.0,NaN
1973-12-15T00:00:00Z,2985.4194,0.0,SouthBeachOR,44.6,124.0,NaN
1974-01-15T00:00:00Z,2851.129,0.0,SouthBeachOR,44.6,124.0,NaN
1974-02-15T00:00:00Z,2782.3928,0.0,SouthBeachOR,44.6,124.0,NaN
1974-03-15T00:00:00Z,2888.4517,0.0,SouthBeachOR,44.6,124.0,NaN
1974-04-15T00:00:00Z,2737.5,0.0,SouthBeachOR,44.6,124.0,NaN
1974-05-15T00:00:00Z,2629.742,0.0,SouthBeachOR,44.6,124.0,NaN
1974-06-15T00:00:00Z,2635.3,0.0,SouthBeachOR,44.6,124.0,NaN
1974-07-15T00:00:00Z,2741.423,0.0,SouthBeachOR,44.6,124.0,NaN
1974-08-15T00:00:00Z,2648.3872,0.0,SouthBeachOR,44.6,124.0,NaN
1974-09-15T00:00:00Z,2694.6333,0.0,SouthBeachOR,44.6,124.0,NaN
1974-10-15T00:00:00Z,2625.0,0.0,SouthBeachOR,44.6,124.0,NaN
1974-11-15T00:00:00Z,2758.1667,0.0,SouthBeachOR,44.6,124.0,NaN
1974-12-15T00:00:00Z,2811.3872,0.0,SouthBeachOR,44.6,124.0,NaN
1975-01-15T00:00:00Z,2773.9678,0.0,SouthBeachOR,44.6,124.0,NaN
1975-02-15T00:00:00Z,2866.0713,0.0,SouthBeachOR,44.6,124.0,NaN
1975-03-15T00:00:00Z,2789.3225,0.0,SouthBeachOR,44.6,124.0,NaN
1975-04-15T00:00:00Z,2635.4,0.0,SouthBeachOR,44.6,124.0,NaN
1975-05-15T00:00:00Z,2577.3872,0.0,SouthBeachOR,44.6,124.0,NaN
1975-06-15T00:00:00Z,2553.4287,0.0,SouthBeachOR,44.6,124.0,NaN
1975-07-15T00:00:00Z,2622.8386,0.0,SouthBeachOR,44.6,124.0,NaN
1975-08-15T00:00:00Z,2614.1936,0.0,SouthBeachOR,44.6,124.0,NaN
1975-09-15T00:00:00Z,2645.4333,0.0,SouthBeachOR,44.6,124.0,NaN
1975-10-15T00:00:00Z,2776.1614,0.0,SouthBeachOR,44.6,124.0,NaN
1975-11-15T00:00:00Z,2799.4668,0.0,SouthBeachOR,44.6,124.0,NaN
1975-12-15T00:00:00Z,2749.9678,0.0,SouthBeachOR,44.6,124.0,NaN
1976-01-15T00:00:00Z,2752.0967,0.0,SouthBeachOR,44.6,124.0,NaN
1976-02-15T00:00:00Z,2795.724,0.0,SouthBeachOR,44.6,124.0,NaN
1976-03-15T00:00:00Z,2706.9355,0.0,SouthBeachOR,44.6,124.0,NaN
1976-04-15T00:00:00Z,2693.1333,0.0,SouthBeachOR,44.6,124.0,NaN
1976-05-15T00:00:00Z,2599.8064,0.0,SouthBeachOR,44.6,124.0,NaN
1976-06-15T00:00:00Z,2603.5,0.0,SouthBeachOR,44.6,124.0,NaN
1976-07-15T00:00:00Z,2690.258,0.0,SouthBeachOR,44.6,124.0,NaN
1976-08-15T00:00:00Z,2712.0645,0.0,SouthBeachOR,44.6,124.0,NaN
1976-09-15T00:00:00Z,2720.5667,0.0,SouthBeachOR,44.6,124.0,NaN
1976-10-15T00:00:00Z,2726.3225,0.0,SouthBeachOR,44.6,124.0,NaN
1976-11-15T00:00:00Z,2752.3333,0.0,SouthBeachOR,44.6,124.0,NaN
1976-12-15T00:00:00Z,2777.484,0.0,SouthBeachOR,44.6,124.0,NaN
1977-01-15T00:00:00Z,2754.8386,0.0,SouthBeachOR,44.6,124.0,NaN
1977-02-15T00:00:00Z,2764.3213,0.0,SouthBeachOR,44.6,124.0,NaN
1977-03-15T00:00:00Z,2693.0,0.0,SouthBeachOR,44.6,124.0,NaN
1977-04-15T00:00:00Z,2547.5667,0.0,SouthBeachOR,44.6,124.0,NaN
1977-05-15T00:00:00Z,2687.742,0.0,SouthBeachOR,44.6,124.0,NaN
1977-06-15T00:00:00Z,2600.9333,0.0,SouthBeachOR,44.6,124.0,NaN
1977-07-15T00:00:00Z,2589.3872,0.0,SouthBeachOR,44.6,124.0,NaN
1977-08-15T00:00:00Z,2709.5806,0.0,SouthBeachOR,44.6,124.0,NaN
1977-09-15T00:00:00Z,2760.5332,0.0,SouthBeachOR,44.6,124.0,NaN
1977-10-15T00:00:00Z,2761.8386,0.0,SouthBeachOR,44.6,124.0,NaN
1977-11-15T00:00:00Z,2825.5332,0.0,SouthBeachOR,44.6,124.0,NaN
1977-12-15T00:00:00Z,3017.3872,0.0,SouthBeachOR,44.6,124.0,NaN
1978-01-15T00:00:00Z,3063.8064,0.0,SouthBeachOR,44.6,124.0,NaN
1978-02-15T00:00:00Z,2986.7856,0.0,SouthBeachOR,44.6,124.0,NaN
1978-03-15T00:00:00Z,2824.8064,0.0,SouthBeachOR,44.6,124.0,NaN
1978-04-15T00:00:00Z,2764.4,0.0,SouthBeachOR,44.6,124.0,NaN
1978-05-15T00:00:00Z,2606.9355,0.0,SouthBeachOR,44.6,124.0,NaN
1978-06-15T00:00:00Z,2636.9,0.0,SouthBeachOR,44.6,124.0,NaN
1978-07-15T00:00:00Z,2631.5806,0.0,SouthBeachOR,44.6,124.0,NaN
1978-08-15T00:00:00Z,2693.484,0.0,SouthBeachOR,44.6,124.0,NaN
1978-09-15T00:00:00Z,2773.6667,0.0,SouthBeachOR,44.6,124.0,NaN
1978-10-15T00:00:00Z,2703.8064,0.0,SouthBeachOR,44.6,124.0,NaN
1978-11-15T00:00:00Z,2710.2,0.0,SouthBeachOR,44.6,124.0,NaN
1978-12-15T00:00:00Z,2714.516,0.0,SouthBeachOR,44.6,124.0,NaN
1979-01-15T00:00:00Z,2809.4517,0.0,SouthBeachOR,44.6,124.0,NaN
1979-02-15T00:00:00Z,2939.5713,0.0,SouthBeachOR,44.6,124.0,NaN
1979-03-15T00:00:00Z,2812.0,0.0,SouthBeachOR,44.6,124.0,NaN
1979-04-15T00:00:00Z,2737.6,0.0,SouthBeachOR,44.6,124.0,NaN
1979-05-15T00:00:00Z,2648.5806,0.0,SouthBeachOR,44.6,124.0,NaN
1979-06-15T00:00:00Z,2570.5667,0.0,SouthBeachOR,44.6,124.0,NaN
1979-07-15T00:00:00Z,2669.8064,0.0,SouthBeachOR,44.6,124.0,NaN
1979-08-15T00:00:00Z,2682.5483,0.0,SouthBeachOR,44.6,124.0,NaN
1979-09-15T00:00:00Z,2755.2,0.0,SouthBeachOR,44.6,124.0,NaN
1979-10-15T00:00:00Z,2827.0322,0.0,SouthBeachOR,44.6,124.0,NaN
1979-11-15T00:00:00Z,2827.7,0.0,SouthBeachOR,44.6,124.0,NaN
1979-12-15T00:00:00Z,2919.7097,0.0,SouthBeachOR,44.6,124.0,NaN
1980-01-15T00:00:00Z,2905.6453,0.0,SouthBeachOR,44.6,124.0,NaN
1980-02-15T00:00:00Z,2959.3447,0.0,SouthBeachOR,44.6,124.0,NaN
1980-03-15T00:00:00Z,2795.0645,0.0,SouthBeachOR,44.6,124.0,NaN
1980-04-15T00:00:00Z,2743.9,0.0,SouthBeachOR,44.6,124.0,NaN
1980-05-15T00:00:00Z,2660.8386,0.0,SouthBeachOR,44.6,124.0,NaN
1980-06-15T00:00:00Z,2693.92,0.0,SouthBeachOR,44.6,124.0,NaN
1980-07-15T00:00:00Z,2635.8386,0.0,SouthBeachOR,44.6,124.0,NaN
1980-08-15T00:00:00Z,2658.6775,0.0,SouthBeachOR,44.6,124.0,NaN
1980-09-15T00:00:00Z,2744.8333,0.0,SouthBeachOR,44.6,124.0,NaN
1980-10-15T00:00:00Z,2736.484,0.0,SouthBeachOR,44.6,124.0,NaN
1980-11-15T00:00:00Z,2785.9,0.0,SouthBeachOR,44.6,124.0,NaN
1980-12-15T00:00:00Z,2920.129,0.0,SouthBeachOR,44.6,124.0,NaN
1981-01-15T00:00:00Z,2943.0,0.0,SouthBeachOR,44.6,124.0,NaN
1981-02-15T00:00:00Z,2847.5356,0.0,SouthBeachOR,44.6,124.0,NaN
1981-03-15T00:00:00Z,2785.6453,0.0,SouthBeachOR,44.6,124.0,NaN
1981-04-15T00:00:00Z,2685.4668,0.0,SouthBeachOR,44.6,124.0,NaN
1981-05-15T00:00:00Z,2672.2903,0.0,SouthBeachOR,44.6,124.0,NaN
1981-06-15T00:00:00Z,2661.6333,0.0,SouthBeachOR,44.6,124.0,NaN
1981-07-15T00:00:00Z,2624.4517,0.0,SouthBeachOR,44.6,124.0,NaN
1981-08-15T00:00:00Z,2682.9678,0.0,SouthBeachOR,44.6,124.0,NaN
1981-09-15T00:00:00Z,2716.8667,0.0,SouthBeachOR,44.6,124.0,NaN
1981-10-15T00:00:00Z,2815.2903,0.0,SouthBeachOR,44.6,124.0,NaN
1981-11-15T00:00:00Z,2954.1667,0.0,SouthBeachOR,44.6,124.0,NaN
1981-12-15T00:00:00Z,2945.1936,0.0,SouthBeachOR,44.6,124.0,NaN
1982-01-15T00:00:00Z,2836.6775,0.0,SouthBeachOR,44.6,124.0,NaN
1982-02-15T00:00:00Z,2853.7856,0.0,SouthBeachOR,44.6,124.0,NaN
1982-03-15T00:00:00Z,2896.742,0.0,SouthBeachOR,44.6,124.0,NaN
1982-04-15T00:00:00Z,2826.5,0.0,SouthBeachOR,44.6,124.0,NaN
1982-05-15T00:00:00Z,2580.0645,0.0,SouthBeachOR,44.6,124.0,NaN
1982-06-15T00:00:00Z,2681.0332,0.0,SouthBeachOR,44.6,124.0,NaN
1982-07-15T00:00:00Z,2678.0,0.0,SouthBeachOR,44.6,124.0,NaN
1982-08-15T00:00:00Z,2714.5806,0.0,SouthBeachOR,44.6,124.0,NaN
1982-09-15T00:00:00Z,2781.2666,0.0,SouthBeachOR,44.6,124.0,NaN
1982-10-15T00:00:00Z,2861.5806,0.0,SouthBeachOR,44.6,124.0,NaN
1982-11-15T00:00:00Z,3008.5,0.0,SouthBeachOR,44.6,124.0,NaN
1982-12-15T00:00:00Z,3055.9355,0.0,SouthBeachOR,44.6,124.0,NaN
1983-01-15T00:00:00Z,3136.0,0.0,SouthBeachOR,44.6,124.0,NaN
1983-02-15T00:00:00Z,3177.4644,0.0,SouthBeachOR,44.6,124.0,NaN
1983-03-15T00:00:00Z,3091.6128,0.0,SouthBeachOR,44.6,124.0,NaN
1983-04-15T00:00:00Z,2816.0332,0.0,SouthBeachOR,44.6,124.0,NaN
1983-05-15T00:00:00Z,2745.4517,0.0,SouthBeachOR,44.6,124.0,NaN
1983-06-15T00:00:00Z,2732.2666,0.0,SouthBeachOR,44.6,124.0,NaN
1983-07-15T00:00:00Z,2794.4517,0.0,SouthBeachOR,44.6,124.0,NaN
1983-08-15T00:00:00Z,2799.4482,0.0,SouthBeachOR,44.6,124.0,NaN
1983-09-15T00:00:00Z,2793.3667,0.0,SouthBeachOR,44.6,124.0,NaN
1983-10-15T00:00:00Z,2795.0967,0.0,SouthBeachOR,44.6,124.0,NaN
1983-11-15T00:00:00Z,3078.8667,0.0,SouthBeachOR,44.6,124.0,NaN
1983-12-15T00:00:00Z,2929.3547,0.0,SouthBeachOR,44.6,124.0,NaN
1984-01-15T00:00:00Z,2787.7742,0.0,SouthBeachOR,44.6,124.0,NaN
1984-02-15T00:00:00Z,2888.931,0.0,SouthBeachOR,44.6,124.0,NaN
1984-03-15T00:00:00Z,2894.25,0.0,SouthBeachOR,44.6,124.0,NaN
1984-04-15T00:00:00Z,2726.3076,0.0,SouthBeachOR,44.6,124.0,NaN
1984-05-15T00:00:00Z,2716.8386,0.0,SouthBeachOR,44.6,124.0,NaN
1984-06-15T00:00:00Z,2655.7666,0.0,SouthBeachOR,44.6,124.0,NaN
1984-07-15T00:00:00Z,2648.0322,0.0,SouthBeachOR,44.6,124.0,NaN
1984-08-15T00:00:00Z,2726.3547,0.0,SouthBeachOR,44.6,124.0,NaN
1984-09-15T00:00:00Z,2775.5667,0.0,SouthBeachOR,44.6,124.0,NaN
1984-10-15T00:00:00Z,2825.2258,0.0,SouthBeachOR,44.6,124.0,NaN
1984-11-15T00:00:00Z,3050.5332,0.0,SouthBeachOR,44.6,124.0,NaN
1984-12-15T00:00:00Z,2866.6453,0.0,SouthBeachOR,44.6,124.0,NaN
1985-01-15T00:00:00Z,2780.0322,0.0,SouthBeachOR,44.6,124.0,NaN
1985-02-15T00:00:00Z,2678.2856,0.0,SouthBeachOR,44.6,124.0,NaN
1985-03-15T00:00:00Z,2701.3547,0.0,SouthBeachOR,44.6,124.0,NaN
1985-04-15T00:00:00Z,2679.2334,0.0,SouthBeachOR,44.6,124.0,NaN
1985-05-15T00:00:00Z,2658.5483,0.0,SouthBeachOR,44.6,124.0,NaN
1985-06-15T00:00:00Z,2702.1853,0.0,SouthBeachOR,44.6,124.0,NaN
1985-07-15T00:00:00Z,2682.129,0.0,SouthBeachOR,44.6,124.0,NaN
1985-08-15T00:00:00Z,2701.9678,0.0,SouthBeachOR,44.6,124.0,NaN
1985-09-15T00:00:00Z,2769.1,0.0,SouthBeachOR,44.6,124.0,NaN
1985-10-15T00:00:00Z,2753.9355,0.0,SouthBeachOR,44.6,124.0,NaN
1985-11-15T00:00:00Z,2769.3,0.0,SouthBeachOR,44.6,124.0,NaN
1985-12-15T00:00:00Z,2798.1936,0.0,SouthBeachOR,44.6,124.0,NaN
1986-01-15T00:00:00Z,2972.3872,0.0,SouthBeachOR,44.6,124.0,NaN
1986-02-15T00:00:00Z,3033.8928,0.0,SouthBeachOR,44.6,124.0,NaN
1986-03-15T00:00:00Z,2886.0322,0.0,SouthBeachOR,44.6,124.0,NaN
1986-04-15T00:00:00Z,2667.9333,0.0,SouthBeachOR,44.6,124.0,NaN
1986-05-15T00:00:00Z,2708.6453,0.0,SouthBeachOR,44.6,124.0,NaN
1986-06-15T00:00:00Z,2696.5,0.0,SouthBeachOR,44.6,124.0,NaN
1986-07-15T00:00:00Z,2665.5483,0.0,SouthBeachOR,44.6,124.0,NaN
1986-08-15T00:00:00Z,2693.1614,0.0,SouthBeachOR,44.6,124.0,NaN
1986-09-15T00:00:00Z,2713.6296,0.0,SouthBeachOR,44.6,124.0,NaN
1986-10-15T00:00:00Z,2753.0,0.0,SouthBeachOR,44.6,124.0,NaN
1986-11-15T00:00:00Z,2811.8667,0.0,SouthBeachOR,44.6,124.0,NaN
1986-12-15T00:00:00Z,2912.8064,0.0,SouthBeachOR,44.6,124.0,NaN
1987-01-15T00:00:00Z,2902.129,0.0,SouthBeachOR,44.6,124.0,NaN
1987-02-15T00:00:00Z,2930.7856,0.0,SouthBeachOR,44.6,124.0,NaN
1987-03-15T00:00:00Z,2901.3547,0.0,SouthBeachOR,44.6,124.0,NaN
1987-04-15T00:00:00Z,2681.9333,0.0,SouthBeachOR,44.6,124.0,NaN
1987-05-15T00:00:00Z,2730.6775,0.0,SouthBeachOR,44.6,124.0,NaN
1987-06-15T00:00:00Z,2653.1,0.0,SouthBeachOR,44.6,124.0,NaN
1987-07-15T00:00:00Z,2736.3547,0.0,SouthBeachOR,44.6,124.0,NaN
1987-08-15T00:00:00Z,2688.4194,0.0,SouthBeachOR,44.6,124.0,NaN
1987-09-15T00:00:00Z,2721.9668,0.0,SouthBeachOR,44.6,124.0,NaN
1987-10-15T00:00:00Z,2747.3872,0.0,SouthBeachOR,44.6,124.0,NaN
1987-11-15T00:00:00Z,2826.9,0.0,SouthBeachOR,44.6,124.0,NaN
1987-12-15T00:00:00Z,2944.0645,0.0,SouthBeachOR,44.6,124.0,NaN
1988-01-15T00:00:00Z,2910.5483,0.0,SouthBeachOR,44.6,124.0,NaN
1988-02-15T00:00:00Z,2712.3447,0.0,SouthBeachOR,44.6,124.0,NaN
1988-03-15T00:00:00Z,2708.0645,0.0,SouthBeachOR,44.6,124.0,NaN
1988-04-15T00:00:00Z,2736.5332,0.0,SouthBeachOR,44.6,124.0,NaN
1988-05-15T00:00:00Z,2741.871,0.0,SouthBeachOR,44.6,124.0,NaN
1988-06-15T00:00:00Z,2686.3667,0.0,SouthBeachOR,44.6,124.0,NaN
1988-07-15T00:00:00Z,2653.0322,0.0,SouthBeachOR,44.6,124.0,NaN
1988-08-15T00:00:00Z,2675.2258,0.0,SouthBeachOR,44.6,124.0,NaN
1988-09-15T00:00:00Z,2662.4668,0.0,SouthBeachOR,44.6,124.0,NaN
1988-10-15T00:00:00Z,2721.5806,0.0,SouthBeachOR,44.6,124.0,NaN
1988-11-15T00:00:00Z,2893.3667,0.0,SouthBeachOR,44.6,124.0,NaN
1988-12-15T00:00:00Z,2758.6775,0.0,SouthBeachOR,44.6,124.0,NaN
1989-01-15T00:00:00Z,2744.9033,0.0,SouthBeachOR,44.6,124.0,NaN
1989-02-15T00:00:00Z,2715.6787,0.0,SouthBeachOR,44.6,124.0,NaN
1989-03-15T00:00:00Z,2918.516,0.0,SouthBeachOR,44.6,124.0,NaN
1989-04-15T00:00:00Z,2756.1,0.0,SouthBeachOR,44.6,124.0,NaN
1989-05-15T00:00:00Z,2696.129,0.0,SouthBeachOR,44.6,124.0,NaN
1989-06-15T00:00:00Z,2677.9333,0.0,SouthBeachOR,44.6,124.0,NaN
1989-07-15T00:00:00Z,2703.6775,0.0,SouthBeachOR,44.6,124.0,NaN
1989-08-15T00:00:00Z,2697.4194,0.0,SouthBeachOR,44.6,124.0,NaN
1989-09-15T00:00:00Z,2751.7,0.0,SouthBeachOR,44.6,124.0,NaN
1989-10-15T00:00:00Z,2762.1936,0.0,SouthBeachOR,44.6,124.0,NaN
1989-11-15T00:00:00Z,2762.8667,0.0,SouthBeachOR,44.6,124.0,NaN
1989-12-15T00:00:00Z,2769.6775,0.0,SouthBeachOR,44.6,124.0,NaN
1990-01-15T00:00:00Z,2880.9033,0.0,SouthBeachOR,44.6,124.0,NaN
1990-02-15T00:00:00Z,2850.7856,0.0,SouthBeachOR,44.6,124.0,NaN
1990-03-15T00:00:00Z,2757.258,0.0,SouthBeachOR,44.6,124.0,NaN
1990-04-15T00:00:00Z,2735.0332,0.0,SouthBeachOR,44.6,124.0,NaN
1990-05-15T00:00:00Z,2695.4517,0.0,SouthBeachOR,44.6,124.0,NaN
1990-06-15T00:00:00Z,2736.0332,0.0,SouthBeachOR,44.6,124.0,NaN
1990-07-15T00:00:00Z,NaN,0.0,SouthBeachOR,44.6,124.0,NaN
1990-08-15T00:00:00Z,NaN,0.0,SouthBeachOR,44.6,124.0,NaN
1990-09-15T00:00:00Z,2805.7585,0.0,SouthBeachOR,44.6,124.0,NaN
1990-10-15T00:00:00Z,2762.871,0.0,SouthBeachOR,44.6,124.0,NaN
1990-11-15T00:00:00Z,2772.0,0.0,SouthBeachOR,44.6,124.0,NaN
1990-12-15T00:00:00Z,2749.8333,0.0,SouthBeachOR,44.6,124.0,NaN
1991-01-15T00:00:00Z,2782.3547,0.0,SouthBeachOR,44.6,124.0,NaN
1991-02-15T00:00:00Z,2893.4287,0.0,SouthBeachOR,44.6,124.0,NaN
1991-03-15T00:00:00Z,2870.9033,0.0,SouthBeachOR,44.6,124.0,NaN
1991-04-15T00:00:00Z,2705.2334,0.0,SouthBeachOR,44.6,124.0,NaN
1991-05-15T00:00:00Z,2652.3872,0.0,SouthBeachOR,44.6,124.0,NaN
1991-06-15T00:00:00Z,2623.8667,0.0,SouthBeachOR,44.6,124.0,NaN
1991-07-15T00:00:00Z,2656.7742,0.0,SouthBeachOR,44.6,124.0,NaN
1991-08-15T00:00:00Z,2765.742,0.0,SouthBeachOR,44.6,124.0,NaN
1991-09-15T00:00:00Z,2742.9333,0.0,SouthBeachOR,44.6,124.0,NaN
1991-10-15T00:00:00Z,2759.5806,0.0,SouthBeachOR,44.6,124.0,NaN
1991-11-15T00:00:00Z,2805.2334,0.0,SouthBeachOR,44.6,124.0,NaN
1991-12-15T00:00:00Z,2868.5483,0.0,SouthBeachOR,44.6,124.0,NaN
1992-01-15T00:00:00Z,2972.9355,0.0,SouthBeachOR,44.6,124.0,NaN
1992-02-15T00:00:00Z,3100.4482,0.0,SouthBeachOR,44.6,124.0,NaN
1992-03-15T00:00:00Z,2928.0,0.0,SouthBeachOR,44.6,124.0,NaN
1992-04-15T00:00:00Z,2872.4333,0.0,SouthBeachOR,44.6,124.0,NaN
1992-05-15T00:00:00Z,2708.129,0.0,SouthBeachOR,44.6,124.0,NaN
