time,copepod_species_richness_anomaly,northern_copepod_biomass_anomaly,southern_copepod_biomass_anomaly
2001-09-01T00:00:00Z,-1.7675925,0.07556198,-0.23220259
2001-10-01T00:00:00Z,-2.0277777,0.5061264,-0.21280108
2001-11-01T00:00:00Z,-0.19444445,0.6573241,-0.094675615
2002-01-01T00:00:00Z,1.2916666,0.3049375,0.08123287
2002-02-01T00:00:00Z,1.9270834,-0.29356423,0.049601622
2002-03-01T00:00:00Z,-0.5294118,0.18536471,-0.016918682
2002-04-01T00:00:00Z,1.0147059,0.38617158,-0.099065036
2002-05-01T00:00:00Z,-0.45833334,0.81918365,-0.3042587
2002-06-01T00:00:00Z,-3.1078703,0.4482998,-0.22460164
2002-07-01T00:00:00Z,-1.9842592,0.09238166,-0.1875676
2002-08-01T00:00:00Z,-1.0462962,-0.23476358,-0.19910787
2002-09-01T00:00:00Z,0.9824074,0.30439532,-0.2413887
2002-10-01T00:00:00Z,-1.5277778,0.60784304,-0.27411774
2002-11-01T00:00:00Z,1.3055556,0.5453907,0.06324105
2002-12-01T00:00:00Z,6.9,0.22088222,0.15125667
2003-01-01T00:00:00Z,1.2916666,-0.35752916,0.015843982
2003-02-01T00:00:00Z,0.59375,-0.4478198,0.05484236
2003-03-01T00:00:00Z,3.137255,0.25859803,0.6397739
2003-04-01T00:00:00Z,6.348039,0.17993824,0.41464236
2003-05-01T00:00:00Z,6.5416665,-0.4233386,0.3627913
2003-06-01T00:00:00Z,3.7671297,0.32267064,0.045731697
2003-07-01T00:00:00Z,1.0157408,0.041306667,0.14504628
2003-08-01T00:00:00Z,-1.3796296,-0.1627858,-0.048141204
2003-09-01T00:00:00Z,-0.017592592,-0.43304914,-0.06230351
2003-10-01T00:00:00Z,1.9722222,-0.08094028,0.18251559
2003-11-01T00:00:00Z,0.8055556,-0.1446926,-0.16206451
2004-01-01T00:00:00Z,-0.7083333,-0.9306125,0.124510646
2004-02-01T00:00:00Z,-1.0729166,-0.40726423,0.19251274
2004-03-01T00:00:00Z,4.470588,-0.4535353,0.3426517
2004-04-01T00:00:00Z,2.6813726,0.28318268,0.3780609
2004-05-01T00:00:00Z,1.5416666,0.5478614,0.2264163
2004-06-01T00:00:00Z,3.0171297,0.40239564,0.2503956
2004-07-01T00:00:00Z,1.0157408,-0.109685,0.10502036
2004-08-01T00:00:00Z,0.537037,-0.011785802,0.24839768
2004-09-01T00:00:00Z,0.9824074,-0.554238,0.18513075
2004-10-01T00:00:00Z,4.4722223,-0.63775694,0.10491559
2004-11-01T00:00:00Z,-0.6944444,-0.17010926,0.16705216
2004-12-01T00:00:00Z,0.9,-0.29985112,-0.03409889
2005-01-01T00:00:00Z,2.2916667,-0.5091958,0.3868884
2005-02-01T00:00:00Z,3.4270833,-0.4607809,0.46488497
2005-03-01T00:00:00Z,-0.8627451,-0.7374353,0.30000725
2005-04-01T00:00:00Z,0.6813725,-0.8206173,0.6402609
2005-05-01T00:00:00Z,4.5416665,-1.1956886,0.64764684
2005-06-01T00:00:00Z,3.2671297,-1.5351572,0.6424965
2005-07-01T00:00:00Z,7.015741,-1.1302017,0.6054796
2005-08-01T00:00:00Z,3.7870371,-0.20080248,0.5448699
2005-09-01T00:00:00Z,3.3157408,-0.16042691,0.2879039
2005-10-01T00:00:00Z,0.9722222,0.05367639,0.37764892
2005-11-01T00:00:00Z,-0.19444445,-0.06899259,0.13082439
2005-12-01T00:00:00Z,-2.1,0.43571556,0.121634446
2006-02-01T00:00:00Z,4.9270835,0.08990243,-0.06634282
2006-03-01T00:00:00Z,3.137255,0.08759804,0.1648517
2006-04-01T00:00:00Z,-0.9852941,-0.40151733,-0.020957625
2006-05-01T00:00:00Z,2.5416667,-0.62446356,-0.0112948045
2006-06-01T00:00:00Z,2.0671296,0.18018064,0.17284392
2006-07-01T00:00:00Z,3.0157406,0.171215,0.04616295
2006-08-01T00:00:00Z,2.2870371,-0.12664413,0.036378242
2006-09-01T00:00:00Z,3.4824073,0.36022863,0.10923353
2006-10-01T00:00:00Z,-1.5277778,0.042659722,-0.110523306
2006-11-01T00:00:00Z,2.8055556,-0.23905925,0.6212466
2006-12-01T00:00:00Z,-2.1,-0.2566511,0.040145557
2007-01-01T00:00:00Z,0.29166666,0.15897083,-0.0010615741
2007-02-01T00:00:00Z,-4.0729165,0.51863575,-0.06358727
2007-03-01T00:00:00Z,-0.8627451,-0.25452697,-0.15655942
2007-04-01T00:00:00Z,-2.3186274,0.19578268,-0.316228
2007-05-01T00:00:00Z,-1.7916666,0.111005865,-0.2620772
2007-06-01T00:00:00Z,-1.4828703,0.3154623,-0.15863775
2007-07-01T00:00:00Z,-0.65092593,0.13715945,-0.1244389
2007-08-01T00:00:00Z,0.28703704,0.034314197,2.699074E-4
2007-09-01T00:00:00Z,0.48240742,0.08732864,0.1849613
2007-10-01T00:00:00Z,0.4722222,-0.2567236,0.019554475
2007-11-01T00:00:00Z,-1.1944444,-0.13590926,-0.31537005
2007-12-01T00:00:00Z,-4.1,0.17688222,-0.49321
2008-02-01T00:00:00Z,-1.5729166,0.09470243,-0.24509282
2008-03-01T00:00:00Z,-5.3627453,0.5498314,-0.47198164
2008-04-01T00:00:00Z,-0.31862745,0.68869936,-0.27467245
2008-05-01T00:00:00Z,-1.7083334,0.5642198,-0.28076702
2008-06-01T00:00:00Z,-0.7328704,0.28210953,-0.24245164
2008-07-01T00:00:00Z,0.015740741,0.29780668,-0.21425371
2008-08-01T00:00:00Z,-1.0462962,0.21863642,-0.21075602
2008-09-01T00:00:00Z,-0.35092592,-0.07438247,-0.22154795
2008-10-01T00:00:00Z,-1.0277778,0.36871806,-0.17875941
2008-11-01T00:00:00Z,1.8055556,0.17952408,-0.066586725
2008-12-01T00:00:00Z,-2.1,0.11644889,0.19353445
2009-01-01T00:00:00Z,0.29166666,0.7900208,-0.29455045
2009-02-01T00:00:00Z,-0.072916664,0.32835242,-0.18166505
2009-03-01T00:00:00Z,-5.3627453,-0.13501863,-0.43533164
2009-04-01T00:00:00Z,-1.3186275,0.53124934,-0.38218355
2009-05-01T00:00:00Z,-1.4583334,0.62210584,-0.2968439
2009-06-01T00:00:00Z,0.600463,0.12796508,-0.17485905
2009-07-01T00:00:00Z,-0.98425925,0.111715,-0.19574817
2009-08-01T00:00:00Z,-0.712963,0.20278086,-0.1348801
2009-09-01T00:00:00Z,-0.68425924,-0.29847136,-0.12776648
2009-10-01T00:00:00Z,-2.0277777,-0.28259027,-0.2724622
2009-11-01T00:00:00Z,-0.6944444,-0.058942594,-0.2739534
2009-12-01T00:00:00Z,0.4,0.2036489,-0.07969333
2010-02-01T00:00:00Z,2.9270833,-0.66571426,0.4008683
2010-03-01T00:00:00Z,5.1372547,0.037531372,0.2391739
2010-04-01T00:00:00Z,5.6813726,-0.79605067,0.33103868
2010-05-01T00:00:00Z,5.2083335,-0.18294969,0.5433413
2010-06-01T00:00:00Z,6.5171294,0.2235873,0.33867615
2010-07-01T00:00:00Z,2.5157406,0.24605666,0.09946018
2010-08-01T00:00:00Z,1.6203704,0.29516974,0.04281065
2010-09-01T00:00:00Z,-0.26759258,0.2372203,0.0063251955
2010-10-01T00:00:00Z,1.9722222,0.44055972,0.1355267
2010-11-01T00:00:00Z,-2.1944444,0.032357406,-0.2110645
2011-01-01T00:00:00Z,-1.7083334,0.13725416,-0.08677269
2011-02-01T00:00:00Z,2.4270833,0.5019024,0.033618286
2011-03-01T00:00:00Z,-4.8627453,1.0504647,-0.38765943
2011-04-01T00:00:00Z,-3.3186274,0.7271327,-0.24568911
2011-05-01T00:00:00Z,-2.9583333,0.8492281,-0.05618647
2011-06-01T00:00:00Z,-1.3995371,0.3533873,-0.19728127
2011-07-01T00:00:00Z,-2.4842594,0.486165,-0.08626483
2011-08-01T00:00:00Z,-0.21296297,-0.01965247,-0.18514676
2011-09-01T00:00:00Z,-3.6175926,0.5115353,-0.18162647
2011-10-01T00:00:00Z,2.4722223,0.03782639,0.04056003
2011-11-01T00:00:00Z,3.8055556,-0.0074259257,0.13765772
2011-12-01T00:00:00Z,0.9,0.28564888,-0.12583221
2012-01-01T00:00:00Z,-1.7083334,0.9918708,-0.002300463
2012-02-01T00:00:00Z,-0.072916664,1.0121691,-0.0363206
2012-03-01T00:00:00Z,-1.362745,0.9422647,-0.09529831
2012-04-01T00:00:00Z,-0.8186275,0.02273268,0.10566089
2012-05-01T00:00:00Z,-3.125,0.33847255,-0.19313647
2012-06-01T00:00:00Z,-1.3995371,0.5300095,-0.19906645
2012-07-01T00:00:00Z,-1.6509259,0.47459278,-0.15865742
2012-08-01T00:00:00Z,-0.712963,0.4694142,-0.18513009
2012-09-01T00:00:00Z,0.31574073,0.06931198,-0.16972202
2012-10-01T00:00:00Z,-2.0277777,-0.18910694,-0.16333441
2012-11-01T00:00:00Z,2.3055556,-0.34104258,0.29016328
2012-12-01T00:00:00Z,2.9,-0.16048445,0.19657889
2013-01-01T00:00:00Z,2.2916667,0.1300375,0.20405509
2013-02-01T00:00:00Z,0.9270833,0.16943577,-0.14146505
2013-03-01T00:00:00Z,0.6372549,0.7242397,0.07114891
2013-04-01T00:00:00Z,-2.3186274,0.779916,-0.2253354
2013-05-01T00:00:00Z,-2.9583333,0.7454281,-0.30755314
2013-06-01T00:00:00Z,-3.0662036,0.4614984,-0.183622
2013-07-01T00:00:00Z,-1.3175926,-0.081085,-0.1513315
2013-08-01T00:00:00Z,-1.712963,0.28598085,-0.24445231
2013-09-01T00:00:00Z,-3.5175927,-0.029254692,-0.12408314
2013-10-01T00:00:00Z,2.4722223,-0.15350695,0.17976002
2013-11-01T00:00:00Z,-0.19444445,0.22164074,-0.15217562
2013-12-01T00:00:00Z,-1.1,-0.120017774,0.17200111
2014-01-01T00:00:00Z,-3.7083333,0.2440375,-0.65610045
2014-02-01T00:00:00Z,-4.5729165,0.5479524,-0.4038095
2014-03-01T00:00:00Z,-0.8627451,0.81229806,-0.36348164
2014-04-01T00:00:00Z,-3.8186274,0.34304935,-0.29551134
2014-05-01T00:00:00Z,0.041666668,0.60694474,0.097680196
2014-06-01T00:00:00Z,-0.23287037,0.1253873,-0.1742072
2014-07-01T00:00:00Z,-1.9842592,0.248865,-0.103692606
2014-08-01T00:00:00Z,-1.712963,0.25339752,-0.100580096
2014-09-01T00:00:00Z,3.3157408,0.067684196,0.18941501
2014-10-01T00:00:00Z,2.9722223,-0.63634026,0.6234767
2014-11-01T00:00:00Z,0.8055556,-1.0660759,0.32101327
2014-12-01T00:00:00Z,5.9,-0.61998445,0.09150111
2015-01-01T00:00:00Z,6.9583335,-0.5389847,0.040758796
2015-02-01T00:00:00Z,8.927083,-0.84236425,0.2005294
2015-03-01T00:00:00Z,8.637255,-0.731752,0.41234612
2015-04-01T00:00:00Z,9.681373,-1.130984,0.5910998
2015-05-01T00:00:00Z,11.208333,-0.16852747,0.36356354
2015-06-01T00:00:00Z,7.9337964,0.060065076,0.22823355
2015-07-01T00:00:00Z,6.349074,0.07102611,0.48777223
2015-08-01T00:00:00Z,4.6203704,-0.4081858,0.3908662
2015-09-01T00:00:00Z,6.9824076,-0.955388,0.5992391
2015-10-01T00:00:00Z,4.4722223,-1.0839403,0.79912114
2015-11-01T00:00:00Z,-2.1944444,-1.1392592,0.38900217
2016-01-01T00:00:00Z,5.2916665,-1.1446959,0.024488427
2016-02-01T00:00:00Z,5.9270835,-1.2033643,0.36964607
2016-03-01T00:00:00Z,6.8039217,-1.335702,0.32588133
2016-04-01T00:00:00Z,7.348039,-1.4349062,0.5878165
2016-05-01T00:00:00Z,9.041667,-1.4631553,0.8060746
2016-06-01T00:00:00Z,10.933796,-0.6327349,0.5322002
2016-07-01T00:00:00Z,11.01574,-0.6287517,0.46370184
2016-08-01T00:00:00Z,5.287037,-0.7945191,0.29760325
2016-09-01T00:00:00Z,4.4824076,-0.95198804,0.41360575
2016-10-01T00:00:00Z,1.9722222,-0.35282362,0.30989337
2016-11-01T00:00:00Z,6.8055553,-1.0054926,0.5508355
2016-12-01T00:00:00Z,2.9,-0.8899844,0.1669789
2017-01-01T00:00:00Z,2.2916667,-1.1446959,-0.08867824
2017-02-01T00:00:00Z,5.2604165,-1.1946198,0.19432014
2017-03-01T00:00:00Z,6.1372547,-1.335702,0.45952946
2017-04-01T00:00:00Z,4.1813726,-1.3875173,0.5598331
2017-05-01T00:00:00Z,6.5416665,-1.5789719,0.3504302
2017-06-01T00:00:00Z,3.2671297,-1.2075794,0.7060817
2017-07-01T00:00:00Z,4.349074,-0.405685,0.28289443
2017-08-01T00:00:00Z,0.28703704,0.37418085,0.13148102
2017-09-01T00:00:00Z,-0.5175926,-0.33073804,0.10092797
2017-10-01T00:00:00Z,0.9722222,0.04912639,0.21559893
2017-11-01T00:00:00Z,3.8055556,0.3594074,0.14730217
2017-12-01T00:00:00Z,-1.6,-0.3047511,-0.11643778
2018-02-01T00:00:00Z,5.4270835,-0.17629758,0.12904051
2018-03-01T00:00:00Z,2.137255,0.15078138,0.11643502
2018-04-01T00:00:00Z,2.6813726,0.115566015,0.30017757
2018-05-01T00:00:00Z,3.875,-0.05443858,0.16349687
2018-06-01T00:00:00Z,0.7671296,-0.05077937,0.0923817
2018-07-01T00:00:00Z,0.015740741,0.242565,0.03792962
2018-08-01T00:00:00Z,-0.712963,0.19438086,-0.061952315
2018-09-01T00:00:00Z,-2.0175927,0.5280786,-0.18366647
2018-10-01T00:00:00Z,-1.5277778,-0.40639028,-0.35695663
2018-11-01T00:00:00Z,-4.1944447,0.44267407,-0.45138672
2018-12-01T00:00:00Z,1.9,-0.08655111,-0.26486555
2019-01-01T00:00:00Z,4.2916665,-0.5960625,-0.036622684
2019-02-01T00:00:00Z,NaN,-0.8396309,0.22695717
2019-03-01T00:00:00Z,NaN,-0.5529186,0.18498503
2019-04-01T00:00:00Z,NaN,-0.33070067,0.052222006
2019-05-01T00:00:00Z,NaN,0.55996144,0.13960797
2019-06-01T00:00:00Z,NaN,0.80047065,0.024159476
2019-07-01T00:00:00Z,NaN,0.55143166,-0.054975938
2019-08-01T00:00:00Z,NaN,0.5733475,-0.21126343
2019-09-01T00:00:00Z,NaN,-0.40351582,0.15498167
