time,region,domoic_acid_concentration
2011-08-15T00:00:00Z,OR Coast,2.5
2011-09-15T00:00:00Z,OR Coast,2.2
2011-10-15T00:00:00Z,OR Coast,1.1
2011-11-15T00:00:00Z,OR Coast,1.1
2011-12-15T00:00:00Z,OR Coast,1.4
2012-02-15T00:00:00Z,OR Coast,1.0
2012-03-15T00:00:00Z,OR Coast,1.1
2012-04-15T00:00:00Z,OR Coast,1.6
2012-05-15T00:00:00Z,OR Coast,1.4
2012-06-15T00:00:00Z,OR Coast,0.0
2012-07-15T00:00:00Z,OR Coast,0.0
2012-09-15T00:00:00Z,OR Coast,3.5
2012-10-15T00:00:00Z,OR Coast,2.4
2012-11-15T00:00:00Z,OR Coast,5.3
2012-12-15T00:00:00Z,OR Coast,2.9
2013-02-15T00:00:00Z,OR Coast,1.9
2013-03-15T00:00:00Z,OR Coast,1.9
2013-04-15T00:00:00Z,OR Coast,7.7
2013-05-15T00:00:00Z,OR Coast,6.7
2013-06-15T00:00:00Z,OR Coast,4.4
2013-07-15T00:00:00Z,OR Coast,8.2
2013-08-15T00:00:00Z,OR Coast,12.0
2013-09-15T00:00:00Z,OR Coast,7.9
2013-10-15T00:00:00Z,OR Coast,3.0
2013-12-15T00:00:00Z,OR Coast,0.0
2014-01-15T00:00:00Z,OR Coast,11.0
2014-02-15T00:00:00Z,OR Coast,10.0
2014-03-15T00:00:00Z,OR Coast,2.5
2014-04-15T00:00:00Z,OR Coast,8.6
2014-05-15T00:00:00Z,OR Coast,4.0
2014-06-15T00:00:00Z,OR Coast,2.2
2014-07-15T00:00:00Z,OR Coast,7.1
2014-08-15T00:00:00Z,OR Coast,22.0
2014-09-15T00:00:00Z,OR Coast,39.0
2014-10-15T00:00:00Z,OR Coast,51.0
2014-11-15T00:00:00Z,OR Coast,1.9
2014-12-15T00:00:00Z,OR Coast,39.0
2015-01-15T00:00:00Z,OR Coast,53.0
2015-02-15T00:00:00Z,OR Coast,6.1
2015-03-15T00:00:00Z,OR Coast,31.0
2015-04-15T00:00:00Z,OR Coast,24.0
2015-05-15T00:00:00Z,OR Coast,110.0
2015-06-15T00:00:00Z,OR Coast,140.0
2015-07-15T00:00:00Z,OR Coast,59.0
2015-08-15T00:00:00Z,OR Coast,49.0
2015-09-15T00:00:00Z,OR Coast,99.0
2015-10-15T00:00:00Z,OR Coast,170.0
2015-11-15T00:00:00Z,OR Coast,29.0
2015-12-15T00:00:00Z,OR Coast,82.0
2016-01-15T00:00:00Z,OR Coast,150.0
2016-02-15T00:00:00Z,OR Coast,110.0
2016-03-15T00:00:00Z,OR Coast,120.0
2016-04-15T00:00:00Z,OR Coast,97.0
2016-05-15T00:00:00Z,OR Coast,93.0
2016-06-15T00:00:00Z,OR Coast,55.0
2016-07-15T00:00:00Z,OR Coast,46.0
2016-08-15T00:00:00Z,OR Coast,41.0
2016-09-15T00:00:00Z,OR Coast,110.0
2016-10-15T00:00:00Z,OR Coast,180.0
2016-11-15T00:00:00Z,OR Coast,190.0
2016-12-15T00:00:00Z,OR Coast,360.0
2017-01-15T00:00:00Z,OR Coast,180.0
2017-02-15T00:00:00Z,OR Coast,140.0
2017-03-15T00:00:00Z,OR Coast,97.0
2017-04-15T00:00:00Z,OR Coast,120.0
2017-05-15T00:00:00Z,OR Coast,81.0
2017-06-15T00:00:00Z,OR Coast,59.0
2017-07-15T00:00:00Z,OR Coast,57.0
2017-08-15T00:00:00Z,OR Coast,54.0
2017-09-15T00:00:00Z,OR Coast,120.0
2017-10-15T00:00:00Z,OR Coast,19.0
2017-11-15T00:00:00Z,OR Coast,80.0
2017-12-15T00:00:00Z,OR Coast,270.0
2018-01-15T00:00:00Z,OR Coast,200.0
2018-02-15T00:00:00Z,OR Coast,230.0
2018-03-15T00:00:00Z,OR Coast,9.2
2018-04-15T00:00:00Z,OR Coast,120.0
2018-05-15T00:00:00Z,OR Coast,90.0
2018-06-15T00:00:00Z,OR Coast,62.0
2018-07-15T00:00:00Z,OR Coast,32.0
2018-08-15T00:00:00Z,OR Coast,110.0
2018-09-15T00:00:00Z,OR Coast,180.0
2018-10-15T00:00:00Z,OR Coast,0.0
2018-11-15T00:00:00Z,OR Coast,220.0
2018-12-15T00:00:00Z,OR Coast,5.8
2019-01-15T00:00:00Z,OR Coast,190.0
2019-02-15T00:00:00Z,OR Coast,62.0
2019-03-15T00:00:00Z,OR Coast,30.0
2019-04-15T00:00:00Z,OR Coast,42.0
2019-05-15T00:00:00Z,OR Coast,140.0
2019-06-15T00:00:00Z,OR Coast,92.0
2019-07-15T00:00:00Z,OR Coast,35.0
2019-08-15T00:00:00Z,OR Coast,20.0
2019-09-15T00:00:00Z,OR Coast,13.0
2019-10-15T00:00:00Z,OR Coast,38.0
2019-11-15T00:00:00Z,OR Coast,33.0
1991-12-15T00:00:00Z,NCA,29.0
1992-05-15T00:00:00Z,NCA,9.7
1992-06-15T00:00:00Z,NCA,14.0
1992-07-15T00:00:00Z,NCA,2.0
1992-12-15T00:00:00Z,NCA,1.0
2004-05-15T00:00:00Z,NCA,89.0
2004-06-15T00:00:00Z,NCA,170.0
2004-07-15T00:00:00Z,NCA,54.0
2004-08-15T00:00:00Z,NCA,16.0
2005-05-15T00:00:00Z,NCA,15.0
2005-06-15T00:00:00Z,NCA,5.5
2005-07-15T00:00:00Z,NCA,4.2
2006-04-15T00:00:00Z,NCA,79.0
2006-05-15T00:00:00Z,NCA,4.0
2007-04-15T00:00:00Z,NCA,1.0
2007-05-15T00:00:00Z,NCA,2.5
2007-07-15T00:00:00Z,NCA,1.6
2008-05-15T00:00:00Z,NCA,1.66
2008-06-15T00:00:00Z,NCA,1.2
2011-04-15T00:00:00Z,NCA,3.8
2011-05-15T00:00:00Z,NCA,2.5
2011-06-15T00:00:00Z,NCA,2.5
2011-07-15T00:00:00Z,NCA,2.5
2013-02-15T00:00:00Z,NCA,2.5
2013-04-15T00:00:00Z,NCA,2.55
2014-05-15T00:00:00Z,NCA,2.5
2014-07-15T00:00:00Z,NCA,3.5
2015-04-15T00:00:00Z,NCA,7.0
2015-05-15T00:00:00Z,NCA,8.4
2015-06-15T00:00:00Z,NCA,13.0
2015-07-15T00:00:00Z,NCA,27.0
2015-08-15T00:00:00Z,NCA,340.0
2015-10-15T00:00:00Z,NCA,300.0
2016-01-15T00:00:00Z,NCA,380.0
2016-02-15T00:00:00Z,NCA,81.0
2016-04-15T00:00:00Z,NCA,180.0
2016-05-15T00:00:00Z,NCA,80.0
2016-06-15T00:00:00Z,NCA,160.0
2016-07-15T00:00:00Z,NCA,230.0
2016-08-15T00:00:00Z,NCA,190.0
2016-11-15T00:00:00Z,NCA,210.0
2016-12-15T00:00:00Z,NCA,220.0
2017-02-15T00:00:00Z,NCA,39.0
2017-03-15T00:00:00Z,NCA,82.0
2017-04-15T00:00:00Z,NCA,56.0
2017-05-15T00:00:00Z,NCA,85.0
2017-06-15T00:00:00Z,NCA,120.0
2017-07-15T00:00:00Z,NCA,27.0
2017-11-15T00:00:00Z,NCA,300.0
2017-12-15T00:00:00Z,NCA,390.0
2018-01-15T00:00:00Z,NCA,280.0
2018-03-15T00:00:00Z,NCA,230.0
2018-04-15T00:00:00Z,NCA,41.0
2018-05-15T00:00:00Z,NCA,160.0
2018-06-15T00:00:00Z,NCA,37.0
2018-07-15T00:00:00Z,NCA,86.0
2018-08-15T00:00:00Z,NCA,63.0
2018-09-15T00:00:00Z,NCA,160.0
2018-11-15T00:00:00Z,NCA,300.0
2019-03-15T00:00:00Z,NCA,280.0
2019-04-15T00:00:00Z,NCA,450.0
2019-05-15T00:00:00Z,NCA,360.0
2019-06-15T00:00:00Z,NCA,160.0
2019-07-15T00:00:00Z,NCA,130.0
2019-08-15T00:00:00Z,NCA,37.0
2019-10-15T00:00:00Z,NCA,180.0
2003-10-15T00:00:00Z,CCA,1.0
2004-04-15T00:00:00Z,CCA,41.0
2012-06-15T00:00:00Z,CCA,2.5
2012-07-15T00:00:00Z,CCA,97.0
2014-11-15T00:00:00Z,CCA,5.0
2014-12-15T00:00:00Z,CCA,7.2
2015-01-15T00:00:00Z,CCA,5.5
2015-05-15T00:00:00Z,CCA,3.1
2015-07-15T00:00:00Z,CCA,9.9
