time,copepod_species_richness_anomaly,northern_copepod_biomass_anomaly,southern_copepod_biomass_anomaly
2005-11-01T00:00:00Z,-0.19444445,-0.06899259,0.13082623
2005-12-01T00:00:00Z,-2.1,0.43571556,0.121634446
2006-02-01T00:00:00Z,4.9270835,0.08990243,-0.06634282
2006-03-01T00:00:00Z,3.137255,0.08759804,0.16485529
2006-04-01T00:00:00Z,-0.9852941,-0.40152058,-0.021143246
2006-05-01T00:00:00Z,2.5416667,-0.62429816,-0.011275514
2006-06-01T00:00:00Z,2.0671296,0.18019304,0.17284392
2006-07-01T00:00:00Z,3.0157406,0.17139556,0.046175916
2006-08-01T00:00:00Z,2.2870371,-0.12550016,0.036378447
2006-09-01T00:00:00Z,3.4824073,0.35589376,0.110570565
2006-10-01T00:00:00Z,-1.5277778,0.042659722,-0.11052299
2006-11-01T00:00:00Z,2.8055556,-0.23905925,0.6212485
2006-12-01T00:00:00Z,-2.1,-0.2566511,0.040145557
2007-01-01T00:00:00Z,0.29166666,0.15897083,-0.001061574
2007-02-01T00:00:00Z,-4.0729165,0.51863575,-0.06358727
2007-03-01T00:00:00Z,-0.8627451,-0.25452697,-0.15655583
2007-04-01T00:00:00Z,-2.3186274,0.19577941,-0.3164136
2007-05-01T00:00:00Z,-1.7916666,0.1111713,-0.26205793
2007-06-01T00:00:00Z,-1.4828703,0.31547472,-0.15863775
2007-07-01T00:00:00Z,-0.65092593,0.13734,-0.12442593
2007-08-01T00:00:00Z,0.28703704,0.035458177,2.70113E-4
2007-09-01T00:00:00Z,0.48240742,0.08299377,0.18629834
2007-10-01T00:00:00Z,0.4722222,-0.2567236,0.019554785
2007-11-01T00:00:00Z,-1.1944444,-0.13590926,-0.3153682
2007-12-01T00:00:00Z,-4.1,0.17688222,-0.49321
2008-02-01T00:00:00Z,-1.5729166,0.09470243,-0.24509282
2008-03-01T00:00:00Z,-5.3627453,0.5498314,-0.47197804
2008-04-01T00:00:00Z,-0.31862745,0.6886961,-0.27485806
2008-05-01T00:00:00Z,-1.7083334,0.5643852,-0.28074774
2008-06-01T00:00:00Z,-0.7328704,0.28212193,-0.24245164
2008-07-01T00:00:00Z,0.015740741,0.29798722,-0.21424074
2008-08-01T00:00:00Z,-1.0462962,0.2197804,-0.21075581
2008-09-01T00:00:00Z,-0.35092592,-0.07871734,-0.22021091
2008-10-01T00:00:00Z,-1.0277778,0.36871806,-0.1787591
2008-11-01T00:00:00Z,1.8055556,0.17952408,-0.06658488
2008-12-01T00:00:00Z,-2.1,0.11644889,0.19353445
2009-01-01T00:00:00Z,0.29166666,0.7900208,-0.29455045
2009-02-01T00:00:00Z,-0.072916664,0.32835242,-0.18166505
2009-03-01T00:00:00Z,-5.3627453,-0.13501863,-0.43532804
2009-04-01T00:00:00Z,-1.3186275,0.53124607,-0.38236916
2009-05-01T00:00:00Z,-1.4583334,0.6222713,-0.29682457
2009-06-01T00:00:00Z,0.600463,0.12797749,-0.17485905
2009-07-01T00:00:00Z,-0.98425925,0.111895554,-0.1957352
2009-08-01T00:00:00Z,-0.712963,0.20392485,-0.13487989
2009-09-01T00:00:00Z,-0.68425924,-0.30280623,-0.12642944
2009-10-01T00:00:00Z,-2.0277777,-0.28259027,-0.2724619
2009-11-01T00:00:00Z,-0.6944444,-0.058942594,-0.27395153
2009-12-01T00:00:00Z,0.4,0.2036489,-0.07969333
2010-02-01T00:00:00Z,2.9270833,-0.66571426,0.4008683
2010-03-01T00:00:00Z,5.1372547,0.037531372,0.23917751
2010-04-01T00:00:00Z,5.6813726,-0.79605395,0.33085304
2010-05-01T00:00:00Z,5.2083335,-0.18278426,0.5433606
2010-06-01T00:00:00Z,6.5171294,0.2235997,0.33867615
2010-07-01T00:00:00Z,2.5157406,0.24623722,0.09947314
2010-08-01T00:00:00Z,1.6203704,0.29631373,0.042810854
2010-09-01T00:00:00Z,-0.26759258,0.23288544,0.007662233
2010-10-01T00:00:00Z,1.9722222,0.44055972,0.135527
2010-11-01T00:00:00Z,-2.1944444,0.032357406,-0.21106265
2011-01-01T00:00:00Z,-1.7083334,0.13725416,-0.08677269
2011-02-01T00:00:00Z,2.4270833,0.5019024,0.033618286
2011-03-01T00:00:00Z,-4.8627453,1.0504647,-0.38765582
2011-04-01T00:00:00Z,-3.3186274,0.7271294,-0.24587473
2011-05-01T00:00:00Z,-2.9583333,0.84939355,-0.05616718
2011-06-01T00:00:00Z,-1.3995371,0.3533997,-0.19728127
2011-07-01T00:00:00Z,-2.4842594,0.48634556,-0.08625186
2011-08-01T00:00:00Z,-0.21296297,-0.018508488,-0.18514656
2011-09-01T00:00:00Z,-3.6175926,0.5072004,-0.18028943
2011-10-01T00:00:00Z,2.4722223,0.03782639,0.04056034
2011-11-01T00:00:00Z,3.8055556,-0.007425926,0.13765956
2011-12-01T00:00:00Z,0.9,0.28564888,-0.12583221
2012-01-01T00:00:00Z,-1.7083334,0.9918708,-0.002300463
2012-02-01T00:00:00Z,-0.072916664,1.0121691,-0.0363206
2012-03-01T00:00:00Z,-1.362745,0.94226474,-0.095294714
2012-04-01T00:00:00Z,-0.8186275,0.022729412,0.10547527
2012-05-01T00:00:00Z,-3.125,0.33863798,-0.19311719
2012-06-01T00:00:00Z,-1.3995371,0.5300219,-0.19906645
2012-07-01T00:00:00Z,-1.6509259,0.47477335,-0.15864445
2012-08-01T00:00:00Z,-0.712963,0.47055817,-0.18512988
2012-09-01T00:00:00Z,0.31574073,0.14497155,-0.19245166
2012-10-01T00:00:00Z,-2.0277777,-0.18910694,-0.1633341
2012-11-01T00:00:00Z,2.3055556,-0.34104258,0.29016513
2012-12-01T00:00:00Z,2.9,-0.16048445,0.19657889
2013-01-01T00:00:00Z,2.2916667,0.1300375,0.20405509
2013-02-01T00:00:00Z,0.9270833,0.16943577,-0.14146505
2013-03-01T00:00:00Z,0.6372549,0.7242397,0.07115251
2013-04-01T00:00:00Z,-2.3186274,0.77991277,-0.22552103
2013-05-01T00:00:00Z,-2.9583333,0.74559355,-0.30753386
2013-06-01T00:00:00Z,-3.0662036,0.4615108,-0.183622
2013-07-01T00:00:00Z,-1.3175926,-0.08090445,-0.15131854
2013-08-01T00:00:00Z,-1.712963,0.28712484,-0.2444521
2013-09-01T00:00:00Z,-3.5175927,-0.033589568,-0.1227461
2013-10-01T00:00:00Z,2.4722223,-0.15350695,0.17976034
2013-11-01T00:00:00Z,-0.19444445,0.22164074,-0.15217376
2013-12-01T00:00:00Z,-1.1,-0.120017774,0.17200111
2014-01-01T00:00:00Z,-3.7083333,0.2440375,-0.65610045
2014-02-01T00:00:00Z,-4.5729165,0.5479524,-0.4038095
2014-03-01T00:00:00Z,-0.8627451,0.81229806,-0.36347806
2014-04-01T00:00:00Z,-3.8186274,0.34304607,-0.29569694
2014-05-01T00:00:00Z,0.041666668,0.6071102,0.097699486
2014-06-01T00:00:00Z,-0.23287037,0.12539971,-0.1742072
2014-07-01T00:00:00Z,-1.9842592,0.24904555,-0.10367964
2014-08-01T00:00:00Z,-1.712963,0.25454152,-0.10057989
2014-09-01T00:00:00Z,3.3157408,0.06334932,0.19075204
2014-10-01T00:00:00Z,2.9722223,-0.63634026,0.623477
2014-11-01T00:00:00Z,0.8055556,-1.0660759,0.32753736
2014-12-01T00:00:00Z,5.9,-0.61998445,0.094956666
2015-01-01T00:00:00Z,6.9583335,-0.5389847,0.054606944
2015-02-01T00:00:00Z,8.927083,-0.84236425,0.20758495
2015-03-01T00:00:00Z,8.637255,-0.731752,0.41268307
2015-04-01T00:00:00Z,9.681373,-1.1309873,0.5948197
2015-05-01T00:00:00Z,11.208333,-0.16836204,0.36358282
2015-06-01T00:00:00Z,7.9337964,0.060077485,0.22823355
2015-07-01T00:00:00Z,6.349074,0.07120667,0.48778516
2015-08-01T00:00:00Z,4.6203704,-0.40704182,0.3908664
2015-09-01T00:00:00Z,6.9824076,-0.9597896,0.6005289
2015-10-01T00:00:00Z,4.4722223,-1.0839403,0.79912144
2015-11-01T00:00:00Z,-2.1944444,-1.1392592,0.38900402
2016-01-01T00:00:00Z,5.2916665,-1.1446959,0.028388426
2016-02-01T00:00:00Z,5.9270835,-1.2033643,0.36964607
2016-03-01T00:00:00Z,6.8039217,-1.335702,0.32691085
2016-04-01T00:00:00Z,7.348039,-1.4349095,0.5876308
2016-05-01T00:00:00Z,9.041667,-1.4629898,0.8078717
2016-06-01T00:00:00Z,10.933796,-0.6328003,0.53214467
2016-07-01T00:00:00Z,11.01574,-0.6285711,0.4637148
2016-08-01T00:00:00Z,5.287037,-0.79337513,0.29760346
2016-09-01T00:00:00Z,4.4824076,-0.9563229,0.4149428
2016-10-01T00:00:00Z,1.9722222,-0.35282362,0.30989367
2016-11-01T00:00:00Z,6.8055553,-1.0054926,0.55083734
2016-12-01T00:00:00Z,2.9,-0.8899844,0.1669789
2017-01-01T00:00:00Z,2.2916667,-1.1446959,-0.08867824
2017-02-01T00:00:00Z,5.2604165,-1.1946198,0.19432014
2017-03-01T00:00:00Z,6.1372547,-1.335702,0.46004418
2017-04-01T00:00:00Z,4.1813726,-1.3875206,0.5596475
2017-05-01T00:00:00Z,6.5416665,-1.5788065,0.35044947
2017-06-01T00:00:00Z,3.2671297,-1.207567,0.7060817
2017-07-01T00:00:00Z,4.349074,-0.40550444,0.2829074
2017-08-01T00:00:00Z,0.28703704,0.37532485,0.13148123
2017-09-01T00:00:00Z,-0.5175926,-0.3350729,0.10226501
2017-10-01T00:00:00Z,0.9722222,0.04912639,0.21559922
2017-11-01T00:00:00Z,3.8055556,0.3594074,0.14730401
2017-12-01T00:00:00Z,-1.6,-0.3047511,-0.11643778
2018-02-01T00:00:00Z,5.4270835,-0.17629758,0.12904051
2018-03-01T00:00:00Z,2.137255,0.15078138,0.11643862
2018-04-01T00:00:00Z,2.6813726,0.115562744,0.29999194
2018-05-01T00:00:00Z,3.875,-0.054273147,0.16351615
2018-06-01T00:00:00Z,0.7671296,0.1960497,0.05495392
2018-07-01T00:00:00Z,0.015740741,0.24274556,0.03794258
2018-08-01T00:00:00Z,-0.712963,0.19552484,-0.06195211
2018-09-01T00:00:00Z,-2.0175927,0.52374375,-0.18232943
2018-10-01T00:00:00Z,-1.5277778,-0.40639028,-0.35695633
2018-11-01T00:00:00Z,-4.1944447,0.44267407,-0.45138487
2018-12-01T00:00:00Z,1.9,-0.08655111,-0.2617989
2019-01-01T00:00:00Z,4.2916665,-0.5960625,-0.036622684
2019-02-01T00:00:00Z,NaN,-0.8396309,0.22695717
2019-03-01T00:00:00Z,NaN,-0.5529186,0.24083862
2019-04-01T00:00:00Z,NaN,-0.3307039,0.1725975
2019-05-01T00:00:00Z,NaN,0.56012684,0.2716717
2019-06-01T00:00:00Z,NaN,0.7298664,-0.050481264
2019-07-01T00:00:00Z,NaN,0.5516122,-0.03504075
2019-08-01T00:00:00Z,NaN,0.5744915,0.049881224
2019-09-01T00:00:00Z,NaN,-0.40785068,0.38519278
2019-10-01T00:00:00Z,NaN,-0.6181403,0.42599368
2019-11-01T00:00:00Z,NaN,-0.39090925,0.32889846
2019-12-01T00:00:00Z,NaN,0.18054889,0.36399
2020-02-01T00:00:00Z,NaN,0.3166691,-0.022570603
2020-03-01T00:00:00Z,NaN,0.7093647,-0.017044717
2020-04-01T00:00:00Z,NaN,0.7516127,-0.14235806
2020-05-01T00:00:00Z,NaN,0.61472684,-0.29856163
2020-06-01T00:00:00Z,NaN,1.0800997,-0.24245164
2020-07-01T00:00:00Z,NaN,0.74516225,-0.17069075
2020-08-01T00:00:00Z,NaN,0.39897484,-0.14856322
2020-09-01T00:00:00Z,NaN,-0.16195624,0.10966501
