time,species_group,mean_density,Seup,Selo
2012-01-01T00:00:00Z,Aequorea Water Jelly,0.597,0.729,0.465
2013-01-01T00:00:00Z,Aequorea Water Jelly,0.184,0.231,0.137
2014-01-01T00:00:00Z,Aequorea Water Jelly,0.841,0.945,0.737
2015-01-01T00:00:00Z,Aequorea Water Jelly,1.963,2.096,1.83
2016-01-01T00:00:00Z,Aequorea Water Jelly,1.732,1.866,1.597
2017-01-01T00:00:00Z,Aequorea Water Jelly,0.294,0.374,0.214
2018-01-01T00:00:00Z,Aequorea Water Jelly,1.212,1.325,1.1
2019-01-01T00:00:00Z,Aequorea Water Jelly,0.751,0.847,0.655
2020-01-01T00:00:00Z,Aequorea Water Jelly,1.148,1.223,1.074
1998-01-01T00:00:00Z,Pompano,0.0,0,0
1999-01-01T00:00:00Z,Pompano,0.0,0,0
2000-01-01T00:00:00Z,Pompano,0.0,0,0
2001-01-01T00:00:00Z,Pompano,0.0,0,0
2002-01-01T00:00:00Z,Pompano,0.0,0,0
2003-01-01T00:00:00Z,Pompano,0.038,0.064,0.011
2004-01-01T00:00:00Z,Pompano,0.019,0.032,0.006
2005-01-01T00:00:00Z,Pompano,0.0,0,0
2006-01-01T00:00:00Z,Pompano,0.016,0.032,0
2007-01-01T00:00:00Z,Pompano,0.0,0,0
2008-01-01T00:00:00Z,Pompano,0.0,0,0
2009-01-01T00:00:00Z,Pompano,0.0,0,0
2010-01-01T00:00:00Z,Pompano,0.0,0,0
2011-01-01T00:00:00Z,Pompano,0.002,0.004,0
2012-01-01T00:00:00Z,Pompano,0.0,0,0
2013-01-01T00:00:00Z,Pompano,0.0,0,0
2014-01-01T00:00:00Z,Pompano,0.018,0.031,0.005
2015-01-01T00:00:00Z,Pompano,0.056,0.099,0.012
2016-01-01T00:00:00Z,Pompano,0.137,0.198,0.075
2017-01-01T00:00:00Z,Pompano,0.104,0.153,0.054
2018-01-01T00:00:00Z,Pompano,0.055,0.091,0.019
2019-01-01T00:00:00Z,Pompano,0.028,0.048,0.008
2020-01-01T00:00:00Z,Pompano,0.007,0.011,0.003
1998-01-01T00:00:00Z,Market squid,0.323,0.435,0.211
1999-01-01T00:00:00Z,Market squid,0.38,0.484,0.277
2000-01-01T00:00:00Z,Market squid,0.063,0.101,0.026
2001-01-01T00:00:00Z,Market squid,0.23,0.325,0.135
2002-01-01T00:00:00Z,Market squid,0.376,0.477,0.276
2003-01-01T00:00:00Z,Market squid,0.555,0.675,0.435
2004-01-01T00:00:00Z,Market squid,0.307,0.376,0.238
2005-01-01T00:00:00Z,Market squid,0.124,0.188,0.06
2006-01-01T00:00:00Z,Market squid,0.302,0.389,0.215
2007-01-01T00:00:00Z,Market squid,0.072,0.099,0.045
2008-01-01T00:00:00Z,Market squid,0.041,0.054,0.028
2009-01-01T00:00:00Z,Market squid,0.009,0.014,0.005
2010-01-01T00:00:00Z,Market squid,0.13,0.197,0.064
2011-01-01T00:00:00Z,Market squid,0.23,0.301,0.158
2012-01-01T00:00:00Z,Market squid,0.257,0.339,0.176
2013-01-01T00:00:00Z,Market squid,0.164,0.21,0.119
2014-01-01T00:00:00Z,Market squid,0.608,0.739,0.477
2015-01-01T00:00:00Z,Market squid,0.54,0.624,0.456
2016-01-01T00:00:00Z,Market squid,0.439,0.534,0.344
2017-01-01T00:00:00Z,Market squid,0.358,0.439,0.276
2018-01-01T00:00:00Z,Market squid,0.856,0.981,0.731
2019-01-01T00:00:00Z,Market squid,1.153,1.29,1.017
2020-01-01T00:00:00Z,Market squid,0.649,0.778,0.521
1998-01-01T00:00:00Z,Subyearling Chinook,0.179,0.263,0.095
1999-01-01T00:00:00Z,Subyearling Chinook,0.008,0.016,0
2000-01-01T00:00:00Z,Subyearling Chinook,0.094,0.129,0.06
2001-01-01T00:00:00Z,Subyearling Chinook,0.037,0.058,0.017
2002-01-01T00:00:00Z,Subyearling Chinook,0.131,0.167,0.095
2003-01-01T00:00:00Z,Subyearling Chinook,0.287,0.35,0.224
2004-01-01T00:00:00Z,Subyearling Chinook,0.165,0.202,0.128
2005-01-01T00:00:00Z,Subyearling Chinook,0.054,0.081,0.028
2006-01-01T00:00:00Z,Subyearling Chinook,0.17,0.216,0.124
2007-01-01T00:00:00Z,Subyearling Chinook,0.114,0.156,0.072
2008-01-01T00:00:00Z,Subyearling Chinook,0.134,0.167,0.101
2009-01-01T00:00:00Z,Subyearling Chinook,0.238,0.296,0.18
2010-01-01T00:00:00Z,Subyearling Chinook,0.28,0.338,0.222
2011-01-01T00:00:00Z,Subyearling Chinook,0.145,0.177,0.112
2012-01-01T00:00:00Z,Subyearling Chinook,0.069,0.096,0.042
2013-01-01T00:00:00Z,Subyearling Chinook,0.145,0.192,0.097
2014-01-01T00:00:00Z,Subyearling Chinook,0.119,0.153,0.085
2015-01-01T00:00:00Z,Subyearling Chinook,0.072,0.101,0.043
2016-01-01T00:00:00Z,Subyearling Chinook,0.282,0.352,0.212
2017-01-01T00:00:00Z,Subyearling Chinook,0.055,0.076,0.033
2018-01-01T00:00:00Z,Subyearling Chinook,0.167,0.212,0.122
2019-01-01T00:00:00Z,Subyearling Chinook,0.165,0.215,0.116
2020-01-01T00:00:00Z,Subyearling Chinook,0.205,0.27,0.139
1998-01-01T00:00:00Z,Yearling Chinook,0.101,0.14,0.062
1999-01-01T00:00:00Z,Yearling Chinook,0.286,0.349,0.224
2000-01-01T00:00:00Z,Yearling Chinook,0.226,0.28,0.173
2001-01-01T00:00:00Z,Yearling Chinook,0.123,0.16,0.087
2002-01-01T00:00:00Z,Yearling Chinook,0.248,0.293,0.202
2003-01-01T00:00:00Z,Yearling Chinook,0.214,0.253,0.175
2004-01-01T00:00:00Z,Yearling Chinook,0.15,0.176,0.124
2005-01-01T00:00:00Z,Yearling Chinook,0.056,0.074,0.038
2006-01-01T00:00:00Z,Yearling Chinook,0.172,0.214,0.131
2007-01-01T00:00:00Z,Yearling Chinook,0.199,0.234,0.163
2008-01-01T00:00:00Z,Yearling Chinook,0.435,0.484,0.385
2009-01-01T00:00:00Z,Yearling Chinook,0.221,0.261,0.182
2010-01-01T00:00:00Z,Yearling Chinook,0.252,0.286,0.218
2011-01-01T00:00:00Z,Yearling Chinook,0.16,0.187,0.132
2012-01-01T00:00:00Z,Yearling Chinook,0.287,0.329,0.245
2013-01-01T00:00:00Z,Yearling Chinook,0.259,0.302,0.216
2014-01-01T00:00:00Z,Yearling Chinook,0.216,0.252,0.179
2015-01-01T00:00:00Z,Yearling Chinook,0.151,0.18,0.121
2016-01-01T00:00:00Z,Yearling Chinook,0.1,0.127,0.074
2017-01-01T00:00:00Z,Yearling Chinook,0.027,0.036,0.017
2018-01-01T00:00:00Z,Yearling Chinook,0.135,0.163,0.107
2019-01-01T00:00:00Z,Yearling Chinook,0.181,0.22,0.143
2020-01-01T00:00:00Z,Yearling Chinook,0.096,0.131,0.06
1998-01-01T00:00:00Z,Yearling Coho,0.077,0.12,0.034
1999-01-01T00:00:00Z,Yearling Coho,0.284,0.362,0.206
2000-01-01T00:00:00Z,Yearling Coho,0.237,0.306,0.168
2001-01-01T00:00:00Z,Yearling Coho,0.436,0.504,0.368
2002-01-01T00:00:00Z,Yearling Coho,0.417,0.486,0.348
2003-01-01T00:00:00Z,Yearling Coho,0.428,0.501,0.355
2004-01-01T00:00:00Z,Yearling Coho,0.216,0.264,0.168
2005-01-01T00:00:00Z,Yearling Coho,0.074,0.097,0.051
2006-01-01T00:00:00Z,Yearling Coho,0.255,0.299,0.21
2007-01-01T00:00:00Z,Yearling Coho,0.468,0.529,0.407
2008-01-01T00:00:00Z,Yearling Coho,0.448,0.509,0.386
2009-01-01T00:00:00Z,Yearling Coho,0.328,0.374,0.281
2010-01-01T00:00:00Z,Yearling Coho,0.311,0.365,0.256
2011-01-01T00:00:00Z,Yearling Coho,0.252,0.296,0.208
2012-01-01T00:00:00Z,Yearling Coho,0.262,0.299,0.224
2013-01-01T00:00:00Z,Yearling Coho,0.49,0.564,0.416
2014-01-01T00:00:00Z,Yearling Coho,0.303,0.351,0.255
2015-01-01T00:00:00Z,Yearling Coho,0.256,0.314,0.198
2016-01-01T00:00:00Z,Yearling Coho,0.257,0.303,0.21
2017-01-01T00:00:00Z,Yearling Coho,0.069,0.087,0.05
2018-01-01T00:00:00Z,Yearling Coho,0.46,0.527,0.392
2019-01-01T00:00:00Z,Yearling Coho,0.258,0.309,0.206
2020-01-01T00:00:00Z,Yearling Coho,0.23,0.284,0.177
1998-01-01T00:00:00Z,Juvenile chum,0.0,0,0
1999-01-01T00:00:00Z,Juvenile chum,0.022,0.038,0.006
2000-01-01T00:00:00Z,Juvenile chum,0.014,0.027,0
2001-01-01T00:00:00Z,Juvenile chum,0.238,0.299,0.177
2002-01-01T00:00:00Z,Juvenile chum,0.137,0.18,0.094
2003-01-01T00:00:00Z,Juvenile chum,0.215,0.279,0.151
2004-01-01T00:00:00Z,Juvenile chum,0.067,0.097,0.036
2005-01-01T00:00:00Z,Juvenile chum,0.009,0.017,0
2006-01-01T00:00:00Z,Juvenile chum,0.188,0.24,0.136
2007-01-01T00:00:00Z,Juvenile chum,0.253,0.303,0.204
2008-01-01T00:00:00Z,Juvenile chum,0.247,0.299,0.196
2009-01-01T00:00:00Z,Juvenile chum,0.141,0.185,0.097
2010-01-01T00:00:00Z,Juvenile chum,0.116,0.144,0.088
2011-01-01T00:00:00Z,Juvenile chum,0.064,0.085,0.043
2012-01-01T00:00:00Z,Juvenile chum,0.097,0.132,0.061
2013-01-01T00:00:00Z,Juvenile chum,0.36,0.439,0.281
2014-01-01T00:00:00Z,Juvenile chum,0.119,0.149,0.089
2015-01-01T00:00:00Z,Juvenile chum,0.161,0.204,0.118
2016-01-01T00:00:00Z,Juvenile chum,0.058,0.078,0.038
2017-01-01T00:00:00Z,Juvenile chum,0.046,0.063,0.029
2018-01-01T00:00:00Z,Juvenile chum,0.213,0.261,0.165
2019-01-01T00:00:00Z,Juvenile chum,0.252,0.316,0.188
2020-01-01T00:00:00Z,Juvenile chum,0.02,0.03,0.011
1998-01-01T00:00:00Z,Yearling sockeye,0.0,0,0
1999-01-01T00:00:00Z,Yearling sockeye,0.0,0,0
2000-01-01T00:00:00Z,Yearling sockeye,0.008,0.015,0
2001-01-01T00:00:00Z,Yearling sockeye,0.045,0.06,0.029
2002-01-01T00:00:00Z,Yearling sockeye,0.027,0.042,0.013
2003-01-01T00:00:00Z,Yearling sockeye,0.049,0.072,0.025
2004-01-01T00:00:00Z,Yearling sockeye,0.04,0.056,0.024
2005-01-01T00:00:00Z,Yearling sockeye,0.014,0.024,0.004
2006-01-01T00:00:00Z,Yearling sockeye,0.013,0.02,0.007
2007-01-01T00:00:00Z,Yearling sockeye,0.08,0.101,0.059
2008-01-01T00:00:00Z,Yearling sockeye,0.054,0.069,0.04
2009-01-01T00:00:00Z,Yearling sockeye,0.008,0.015,0.002
2010-01-01T00:00:00Z,Yearling sockeye,0.13,0.161,0.098
2011-01-01T00:00:00Z,Yearling sockeye,0.019,0.028,0.009
2012-01-01T00:00:00Z,Yearling sockeye,0.005,0.009,0
2013-01-01T00:00:00Z,Yearling sockeye,0.071,0.099,0.042
2014-01-01T00:00:00Z,Yearling sockeye,0.046,0.061,0.031
2015-01-01T00:00:00Z,Yearling sockeye,0.053,0.075,0.031
2016-01-01T00:00:00Z,Yearling sockeye,0.007,0.012,0.003
2017-01-01T00:00:00Z,Yearling sockeye,0.0,0,0
2018-01-01T00:00:00Z,Yearling sockeye,0.022,0.033,0.011
2019-01-01T00:00:00Z,Yearling sockeye,0.016,0.022,0.01
2020-01-01T00:00:00Z,Yearling sockeye,0.019,0.027,0.011
1999-01-01T00:00:00Z,Moon jelly,0.0,0,0
2000-01-01T00:00:00Z,Moon jelly,0.133,0.185,0.082
2001-01-01T00:00:00Z,Moon jelly,0.015,0.021,0.009
2002-01-01T00:00:00Z,Moon jelly,0.025,0.039,0.011
2003-01-01T00:00:00Z,Moon jelly,0.006,0.011,0.002
2004-01-01T00:00:00Z,Moon jelly,0.046,0.063,0.029
2005-01-01T00:00:00Z,Moon jelly,0.028,0.041,0.015
2006-01-01T00:00:00Z,Moon jelly,0.02,0.03,0.01
2007-01-01T00:00:00Z,Moon jelly,0.022,0.034,0.01
2008-01-01T00:00:00Z,Moon jelly,0.013,0.022,0.003
2009-01-01T00:00:00Z,Moon jelly,0.068,0.098,0.038
2010-01-01T00:00:00Z,Moon jelly,0.056,0.07,0.042
2011-01-01T00:00:00Z,Moon jelly,0.011,0.018,0.004
2012-01-01T00:00:00Z,Moon jelly,0.005,0.008,0.001
2013-01-01T00:00:00Z,Moon jelly,0.009,0.014,0.004
2014-01-01T00:00:00Z,Moon jelly,0.021,0.03,0.012
2015-01-01T00:00:00Z,Moon jelly,0.031,0.043,0.019
2016-01-01T00:00:00Z,Moon jelly,0.061,0.075,0.047
2017-01-01T00:00:00Z,Moon jelly,0.0,0,0
2018-01-01T00:00:00Z,Moon jelly,0.088,0.125,0.05
2019-01-01T00:00:00Z,Moon jelly,0.046,0.061,0.032
2020-01-01T00:00:00Z,Moon jelly,0.145,0.186,0.104
1999-01-01T00:00:00Z,Egg yolk jelly,0.0,0,0
2000-01-01T00:00:00Z,Egg yolk jelly,0.02,0.028,0.012
2001-01-01T00:00:00Z,Egg yolk jelly,0.006,0.01,0.002
2002-01-01T00:00:00Z,Egg yolk jelly,0.006,0.01,0.002
2003-01-01T00:00:00Z,Egg yolk jelly,0.003,0.005,0
2004-01-01T00:00:00Z,Egg yolk jelly,0.005,0.009,0.002
2005-01-01T00:00:00Z,Egg yolk jelly,0.009,0.015,0.003
2006-01-01T00:00:00Z,Egg yolk jelly,0.024,0.033,0.014
2007-01-01T00:00:00Z,Egg yolk jelly,0.003,0.006,0
2008-01-01T00:00:00Z,Egg yolk jelly,0.007,0.011,0.003
2009-01-01T00:00:00Z,Egg yolk jelly,0.0,0,0
2010-01-01T00:00:00Z,Egg yolk jelly,0.015,0.021,0.008
2011-01-01T00:00:00Z,Egg yolk jelly,0.002,0.004,0
2012-01-01T00:00:00Z,Egg yolk jelly,0.034,0.046,0.022
2013-01-01T00:00:00Z,Egg yolk jelly,0.002,0.005,0
2014-01-01T00:00:00Z,Egg yolk jelly,0.005,0.009,0.002
2015-01-01T00:00:00Z,Egg yolk jelly,0.037,0.048,0.026
2016-01-01T00:00:00Z,Egg yolk jelly,0.084,0.104,0.064
2017-01-01T00:00:00Z,Egg yolk jelly,0.009,0.015,0.004
2018-01-01T00:00:00Z,Egg yolk jelly,0.02,0.026,0.013
2019-01-01T00:00:00Z,Egg yolk jelly,0.019,0.027,0.011
2020-01-01T00:00:00Z,Egg yolk jelly,0.023,0.03,0.016
